Jìs bùvo kareiviù kãro metù.	Jis buvo kareiviu karo metu.	He was a soldier during the war.	kareiviu	2	kareivis	Ncmsin-	1mascIS
Jìs bùvo kareiviù kãro metù.	Jis buvo kareiviu karo metu.	He was a soldier during the war.	metu	4	metas	Ncmsin-	1mascIAS
Jìs pasinaudójo màno jaunumù.	Jis pasinaudojo mano jaunumu.	He took advantage of my youth.	jaunumu	3	jaunumas	Ncmsin-	1mascIAS
Káimą sù mū́sų miestù sujùngia tìltas.	Kaimą su mūsų miestu sujungia tiltas.	The village is connected with our town by a bridge.	miestu	3	miestas	Ncmsin-	1mascIAS
Kuriuõ metù išgir̃dote šū̃vį?	Kuriuo metu išgirdote šūvį?	At what time did you hear the gunshot?	metu	1	metas	Ncmsin-	1mascIAS
Nepáiniok Áustrijos sù Austrãlija.	Nepainiok Austrijos su Australija.	Don't confuse Austria with Australia.	Australija	3	Australija	Npfsing	2femIA
Stovė́jome véidu į̃ véidą sù mirtimì.	Stovėjome veidu į veidą su mirtimi.	We stood face to face with death.	veidu	1	veidas	Ncmsin-	1mascIAS
Stovė́jome véidu į̃ véidą sù mirtimì.	Stovėjome veidu į veidą su mirtimi.	We stood face to face with death.	mirtimi	5	mirtis	Ncfsin-	3fem
Jìs pabañdė nusižudýti, bèt taĩ baĩgėsi nẽsėkme.	Jis pabandė nusižudyti, bet tai baigėsi nesėkme.	He tried to kill himself but it ended in failure.	nesėkme	7	nesėkmė	Ncfsin-	2femĖ
Jõ bañdymas baĩgėsi nẽsėkme.	Jo bandymas baigėsi nesėkme.	His attempt ended in failure.	nesėkme	3	nesėkmė	Ncfsin-	2femĖ
Mẽs negalė́jome naudótis čiáupu nès jìs nèveikė.	Mes negalėjome naudotis čiaupu nes jis neveikė.	We couldn't use the faucet because it was out of order.	čiaupu	3	čiaupas	Ncmsin-	1mascIAS
Nãmas sù žaliù stógu ỹra màno.	Namas su žaliu stogu yra mano.	The house whose roof is green is mine.	stogu	3	stogas	Ncmsin-	1mascIAS
Pabandýk supjáustyti mė̃są sù kitù peiliù.	Pabandyk supjaustyti mėsą su kitu peiliu.	Try to slice the meat with a different knife.	peiliu	5	peilis	Ncmsin-	1mascIS
Šìs bañdymas baĩgėsi nẽsėkme.	Šis bandymas baigėsi nesėkme.	This attempt resulted in failure.	nesėkme	3	nesėkmė	Ncfsin-	2femĖ
Sù šiuõ teleskopù gãlima pamatýti žvaigždès ir̃ svajonès.	Su šiuo teleskopu galima pamatyti žvaigždes ir svajones.	With this telescope stars and dreams can be seen.	teleskopu	2	teleskopas	Ncmsin-	1mascIAS
Vìsos mū́sų pãstangos baĩgėsi nẽsėkme.	Visos mūsų pastangos baigėsi nesėkme.	All our effort ended in failure.	nesėkme	4	nesėkmė	Ncfsin-	2femĖ
Ar̃ Jū̃s mókate rašýti spáusdinimo mašinėlè?	Ar Jūs mokate rašyti spausdinimo mašinėle?	Are you able to type?	mašinėle	5	mašinėlė	Ncfsin-	2femĖ
Ar̃ užsiiminė́ji kókiu nórs spòrtu?	Ar užsiiminėji kokiu nors sportu?	Do you do any sport?	sportu	4	sportas	Ncmsin-	1mascIAS
Àš nebègeriu píeno sù cùkrumi.	Aš nebegeriu pieno su cukrumi.	I don't drink milk with sugar any more.	cukrumi	4	cukrus	Ncmsin-	4masc
Jiẽ norė́jo pasidarýti vestùvinę núotrauką sù Eĩfelio bókštu fonè.	Jie norėjo pasidaryti vestuvinę nuotrauką su Eifelio bokštu fone.	They wanted a wedding picture in front of the Eiffel Tower.	bokštu	7	bokštas	Ncmsin-	1mascIAS
Jungtìnėse Valstìjose manè dažnaĩ palaĩko kinù.	Jungtinėse Valstijose mane dažnai palaiko kinu.	In the U.S., they often mistake me for a Chinese person.	kinu	5	kinas	Ncmsin-	1mascIAS
Kàs šiuõ metù vỹksta Lénkijoje?	Kas šiuo metu vyksta Lenkijoje?	What's happening now in Poland?	metu	2	metas	Ncmsin-	1mascIAS
Kíek pinigų̃ tù tùri paslė̃pęs põ sàvo lóva?	Kiek pinigų tu turi paslėpęs po savo lova?	How much money do you have hidden under your bed?	lova	7	lova	Ncfsin-	2femIA
Nè kiekvíenas gãli būtì mẽnininku.	Ne kiekvienas gali būti menininku.	Not everybody can be an artist.	menininku	4	menininkas	Ncmsin-	1mascIAS
Àš visadà norė́jau taptì profesionaliù krepšìnio žaidė́ju.	Aš visada norėjau tapti profesionaliu krepšinio žaidėju.	I've always wanted to be a professional basketball player.	žaidėju	6	žaidėjas	Ncmsin-	1mascIAS
Jìs daugiaũ nebepasìtiki dãktaru.	Jis daugiau nebepasitiki daktaru.	He doesn't trust the doctor any more.	daktaru	3	daktaras	Ncmsin-	1mascIAS
Jìs pripìldė bùtelį vandeniù.	Jis pripildė butelį vandeniu.	He filled the bottle with water.	vandeniu	3	vanduo	Ncmsin-	5masc
Nesikéik ar̃ àš išpláusiu tàvo bùrną sù muilù.	Nesikeik ar aš išplausiu tavo burną su muilu.	Don't curse or I'll wash your mouth out with soap.	muilu	7	muilas	Ncmsin-	1mascIAS
Niekadà nelýgink sàvo žmonõs sù kità móterimi.	Niekada nelygink savo žmonos su kita moterimi.	Never compare your wife to another woman.	moterimi	6	moteris	Ncfsin-	3fem
Tòmas ir̃ Mèrė nusipir̃ko nãmą sù baseinù.	Tomas ir Merė nusipirko namą su baseinu.	Tom and Mary bought a home with a pool.	baseinu	6	baseinas	Ncmsin-	1mascIAS
Tòmas ỹra kvalifikúotas būtì širdiẽs chirùrgu.	Tomas yra kvalifikuotas būti širdies chirurgu.	Tom is qualified to be a heart surgeon.	chirurgu	5	chirurgas	Ncmsin-	1mascIAS
Àš vìs dár turiù atsikratýti šiuõ kilimù.	Aš vis dar turiu atsikratyti šiuo kilimu.	I still have to get rid of this carpet.	kilimu	6	kilimas	Ncmsin-	1mascIAS
Bóbas tuõ metù plóvė indùs.	Bobas tuo metu plovė indus.	Bob was washing the dishes at that time.	metu	2	metas	Ncmsin-	1mascIAS
Kuriuõ metù taksì nuvažiuõs į̃ óro úostą?	Kuriuo metu taksi nuvažiuos į oro uostą?	At what time will the taxi go to the airport?	metu	1	metas	Ncmsin-	1mascIAS
Prašaũ sujungtì manè sù ponù Smitù.	Prašau sujungti mane su ponu Smitu.	Will you please connect me with Mr. Smith?	ponu	4	ponas	Ncmsin-	1mascIAS
Prašaũ sujungtì manè sù ponù Smitù.	Prašau sujungti mane su ponu Smitu.	Will you please connect me with Mr. Smith?	Smitu	5	Smitas	Npmsins	1mascIAS
Rašýk pieštukù.	Rašyk pieštuku.	Write it in pencil.	pieštuku	1	pieštukas	Ncmsin-	1mascIAS
Šìs kálnas ỹra pàdengtas sniegù visùs metùs.	Šis kalnas yra padengtas sniegu visus metus.	This mountain is snow-covered the entire year.	sniegu	4	sniegas	Ncmsin-	1mascIAS
Tiesióg buvaĩ blogojè viẽtoje, blogù metù.	Tiesiog buvai blogoje vietoje, blogu metu.	You were just in the wrong place at the wrong time.	metu	6	metas	Ncmsin-	1mascIAS
Visà šalìs bùvo paláidota põ sniegù.	Visa šalis buvo palaidota po sniegu.	The whole country was buried under snow.	sniegu	5	sniegas	Ncmsin-	1mascIAS
Výras užpúolė ją̃ sù ketìnimu ją̃ nužudýti.	Vyras užpuolė ją su ketinimu ją nužudyti.	The man attacked her with the intention of killing her.	ketinimu	4	ketinimas	Ncmsin-	1mascIAS
Eĩkite šià gatvè tiẽsiai ir̃ priẽ trẽčio šviesofòro pasùkite į̃ dẽšinę.	Eikite šia gatve tiesiai ir prie trečio šviesoforo pasukite į dešinę.	Go straight down this street and turn right at the third light.	gatve	2	gatvė	Ncfsin-	2femĖ
Gaĩla, jóg nesìelgiau sù mergáite kíek gražiaũ.	Gaila, jog nesielgiau su mergaite kiek gražiau.	I wish I had treated the girl more kindly.	mergaite	5	mergaitė	Ncfsin-	2femĖ
Geràs gyvẽnimas ỹra tàs, kurìs į̃kvėptas méile ir̃ val̃domas žiniomìs.	Geras gyvenimas yra tas, kuris įkvėptas meile ir valdomas žiniomis.	The good life is one inspired by love and guided by knowledge.	meile	7	meilė	Ncfsin-	2femĖ
Griñdys ỹra pàdengtos stóru kilimù.	Grindys yra padengtos storu kilimu.	The floor is covered with a thick carpet.	kilimu	4	kilimas	Ncmsin-	1mascIAS
Jìs labaĩ didžiúojasi sàvo žaislù.	Jis labai didžiuojasi savo žaislu.	He is very proud of his toy.	žaislu	4	žaislas	Ncmsin-	1mascIAS
Jìs žùvo kãrio mirtimì kovojè ùž demokrãtiją.	Jis žuvo kario mirtimi kovoje už demokratiją.	He died a soldier's death in the battle in the cause of democracy.	mirtimi	3	mirtis	Ncfsin-	3fem
Kadà bùs kità ekskùrsija sù gidù?	Kada bus kita ekskursija su gidu?	When is the next guided tour?	gidu	5	gidas	Ncmsin-	1mascIAS
Kiekvíenas tùri būtì sàvo likìmo kálviu.	Kiekvienas turi būti savo likimo kalviu.	Everyone ought to be a master of his own destiny.	kalviu	5	kalvis	Ncmsin-	1mascIS
Nežaĩskite sù ugnimì.	Nežaiskite su ugnimi.	Don't play with fire.	ugnimi	2	ugnis	Ncfsin-	3fem
Põ jõs automobiliù slẽpiasi dù katinaĩ.	Po jos automobiliu slepiasi du katinai.	There are two cats hiding under her car.	automobiliu	2	automobilis	Ncmsin-	1mascIS
Tòmas protestãvo priẽš taĩ, kàd sù juõ bùvo el̃giamasi kaĩp sù vaikù.	Tomas protestavo prieš tai, kad su juo buvo elgiamasi kaip su vaiku.	Tom objected to being treated like a child.	su	11	vaikas	Ncmsin-	1mascIAS
Visì žmónės gìmsta laisvì ir̃ lýgūs sàvo orumù ir̃ téisėmis. Jíems sùteiktas prõtas ir̃ są́žinė ir̃ jiẽ tùri el̃gtis víenas kìto ãtžvilgiu kaĩp bróliai.	Visi žmonės gimsta laisvi ir lygūs savo orumu ir teisėmis. Jiems suteiktas protas ir sąžinė ir jie turi elgtis vienas kito atžvilgiu kaip broliai.	All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.	orumu	7	orumas	Ncmsin-	1mascIAS
Visì žmónės gìmsta laisvì ir̃ lýgūs sàvo orumù ir̃ téisėmis. Jíems sùteiktas prõtas ir̃ są́žinė ir̃ jiẽ tùri el̃gtis víenas kìto ãtžvilgiu kaĩp bróliai.	Visi žmonės gimsta laisvi ir lygūs savo orumu ir teisėmis. Jiems suteiktas protas ir sąžinė ir jie turi elgtis vienas kito atžvilgiu kaip broliai.	All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.	atžvilgiu	22	atžvilgis	Ncmsin-	1mascIS
Ar̃ nusìprausei põ dušù?	Ar nusiprausei po dušu?	Have you showered?	dušu	3	dušas	Ncmsin-	1mascIAS
Blondìnė kal̃ba sù sàvo psichiatrù.	Blondinė kalba su savo psichiatru.	A blonde is speaking to her psychiatrist.	psichiatru	4	psichiatras	Ncmsin-	1mascIAS
Išsipláuk rankàs muilù.	Išsiplauk rankas muilu.	Wash your hands with soap.	muilu	2	muilas	Ncmsin-	1mascIAS
Kàs tìk gãli pakryptì blõga linkmè taĩp ir̃ pakrỹps.	Kas tik gali pakrypti bloga linkme taip ir pakryps.	Whatever can go wrong will go wrong.	linkme	5	linkmė	Ncfsin-	2femĖ
Pažiūrė́k į̃ tą̃ kálną pàdengtą sniegù.	Pažiūrėk į tą kalną padengtą sniegu.	Look at that mountain which is covered with snow.	sniegu	5	sniegas	Ncmsin-	1mascIAS
Priẽ màno bãto pãdo prilìpo kram̃tomoji gumà.	Prie mano bato pado prilipo kramtomoji guma.	Gum got stuck to the bottom of my shoe.	guma	6	guma	Ncfsin-	2femIA
Vãkar susipykaũ sù sàvo vyresniù bróliu.	Vakar susipykau su savo vyresniu broliu.	I quarrelled with my older brother yesterday.	broliu	5	brolis	Ncmsin-	1mascIS
Ar̃ galiù naudótis tàvo žodýnu?	Ar galiu naudotis tavo žodynu?	Can I use your dictionary?	žodynu	4	žodynas	Ncmsin-	1mascIAS
Ar̃ galiù pasinaudóti tàvo žodýnu?	Ar galiu pasinaudoti tavo žodynu?	Can I use your dictionary?	žodynu	4	žodynas	Ncmsin-	1mascIAS
Àš buvaũ liùdytoja.	Aš buvau liudytoja.	I was a witness.	liudytoja	2	liudytoja	Ncfsin-	2femIA
Àš susidraugavaũ sù mókiniu ìš ùžsienio.	Aš susidraugavau su mokiniu iš užsienio.	I made friends with a student from abroad.	mokiniu	3	mokinys	Ncmsin-	1mascIS
Àš susidraugavaũ sù studentù ìš ùžsienio.	Aš susidraugavau su studentu iš užsienio.	I made friends with a student from abroad.	studentu	3	studentas	Ncmsin-	1mascIAS
Gãli naudótis màno žodýnu.	Gali naudotis mano žodynu.	You can use my dictionary.	žodynu	3	žodynas	Ncmsin-	1mascIAS
Jìs tãpo pianistù.	Jis tapo pianistu.	He became a pianist.	pianistu	2	pianistas	Ncmsin-	1mascIAS
Kažkàs ỹra nè taĩp sù šiuõ jogùrtu.	Kažkas yra ne taip su šiuo jogurtu.	There's something wrong with this yoghurt.	jogurtu	6	jogurtas	Ncmsin-	1mascIAS
Mẽs ją̃ išriñkome sàvo komándos kapitonè.	Mes ją išrinkome savo komandos kapitone.	We elected her captain of our team.	kapitone	5	kapitonė	Ncfsin-	2femĖ
Mẽs tùrime išmoktì gyvénti harmònijoje sù gamtà.	Mes turime išmokti gyventi harmonijoje su gamta.	We must learn to live in harmony with nature.	gamta	6	gamta	Ncfsin-	2femIA
Žaidžiù žaidìmą sù sàvo sẽseria.	Žaidžiu žaidimą su savo seseria.	I play a game with my sister.	seseria	4	sesuo	Ncfsin-	5fem
Àš radaũ knỹgą sù raudónu viršeliù ir̃ nuspréndžiau ją̃ pasiskõlinti.	Aš radau knygą su raudonu viršeliu ir nusprendžiau ją pasiskolinti.	I found a book with a red cover and decided to borrow it.	viršeliu	5	viršelis	Ncmsin-	1mascIS
Jéi tìki, kàd visúomenė nesukū́rė niẽko vertìngo, taĩ gãlima teigtì, kàd tìki ir̃ mãsiniu sunaikìnimu.	Jei tiki, kad visuomenė nesukūrė nieko vertingo, tai galima teigti, kad tiki ir masiniu sunaikinimu.	If you believe society hasn't made anything worthwhile, then you might believe also in mass destruction.	sunaikinimu	17	sunaikinimas	Ncmsin-	1mascIAS
Kažkàs grója fortepijonù.	Kažkas groja fortepijonu.	Somebody is playing the piano.	fortepijonu	2	fortepijonas	Ncmsin-	1mascIAS
Mẽs galiáusiai susitáikėme sù sàvo likimù.	Mes galiausiai susitaikėme su savo likimu.	We eventually came to terms with our fate.	likimu	5	likimas	Ncmsin-	1mascIAS
Niekadà nemaitìnkite sàvo katė̃s šunų̃ maistù.	Niekada nemaitinkite savo katės šunų maistu.	Never feed dog food to your cat.	maistu	5	maistas	Ncmsin-	1mascIAS
Parỹžius vadìnamas žiburių̃ miestù. Daũg gražių̃ pastatų̃ nãktį ỹra apšviestì.	Paryžius vadinamas žiburių miestu. Daug gražių pastatų naktį yra apšviesti.	Paris is called the City of Lights. Many beautiful buildings are lit at night.	miestu	3	miestas	Ncmsin-	1mascIAS
Šiõ metòdo veiksmingùmas bùvo patvìrtintas daũgelio žmonių̃ patirtimì.	Šio metodo veiksmingumas buvo patvirtintas daugelio žmonių patirtimi.	The effectiveness of this method was confirmed by many people's experiences.	patirtimi	7	patirtis	Ncfsin-	3fem
Ateityjè àš norė́čiau taptì televìzijos dìktoriumi.	Ateityje aš norėčiau tapti televizijos diktoriumi.	I want to become a TV announcer in the future.	diktoriumi	5	diktorius	Ncmsin-	4masc
Arbatà per̃ stìpri. Atskíesk ją̃ vandeniù.	Arbata per stipri. Atskiesk ją vandeniu.	The tea is too strong. Add some water.	vandeniu	6	vanduo	Ncmsin-	5masc
Àš norė́jau taptì filosofù.	Aš norėjau tapti filosofu.	I wanted to become a philosopher.	filosofu	3	filosofas	Ncmsin-	1mascIAS
Gaĩsro ãtveju, išdaũžkite stìklą ir̃ nuspáuskite raudóną mygtùką.	Gaisro atveju, išdaužkite stiklą ir nuspauskite raudoną mygtuką.	In case of fire, break the glass and push the red button.	atveju	1	atvejis	Ncmsin-	1mascIS
Gãlime pasikliáuti jõ finánsine paramà.	Galime pasikliauti jo finansine parama.	We can count on him for financial help.	parama	4	parama	Ncfsin-	2femIA
Jì įdárbino jį̃ programúotoju.	Ji įdarbino jį programuotoju.	She employed him as a programmer.	programuotoju	3	programuotojas	Ncmsin-	1mascIAS
Jì tãpo įžymià daĩlininke.	Ji tapo įžymia dailininke.	She became a famous painter.	dailininke	3	dailininkė	Ncfsin-	2femĖ
Kadáise àš norė́jau taptì astrofìziku.	Kadaise aš norėjau tapti astrofiziku.	I once wanted to be an astrophysicist.	astrofiziku	4	astrofizikas	Ncmsin-	1mascIAS
Malonù susipažìnti. Esù skruzdė́da.	Malonu susipažinti. Esu skruzdėda.	Pleased to meet you. I am an anteater.	skruzdėda	4	skruzdėda	Ncfsin-	2femIA
Sulìg príeblanda ir̃ grėsmìngais šešė́liais tùščia pilìs vė̃l atgìjo.	Sulig prieblanda ir grėsmingais šešėliais tuščia pilis vėl atgijo.	With twilight the empty castle came alive again with menacing shadows.	prieblanda	1	prieblanda	Ncfsin-	2femIA
Sù kókiu tipù tù čià dabar̃ šlaistaĩsi?	Su kokiu tipu tu čia dabar šlaistaisi?	What fruit are you hanging out with now?	tipu	2	tipas	Ncmsin-	1mascIAS
Šįvãkar jū̃s čià nè oficialiù reĩkalu, manýčiau.	Šįvakar jūs čia ne oficialiu reikalu, manyčiau.	Tonight you're not here in official capacity, I assume.	reikalu	5	reikalas	Ncmsin-	1mascIAS
Bèt tàvo výras tàps dìdele žvaigždè!	Bet tavo vyras taps didele žvaigžde!	But your husband has become a big shot!	žvaigžde	5	žvaigždė	Ncfsin-	2femĖ
Pažiūrė́k į̃ kontrãktą, kurį̃ patvìrtinau telegrafù.	Pažiūrėk į kontraktą, kurį patvirtinau telegrafu.	Look at the contract, sealed via telegraph.	telegrafu	6	telegrafas	Ncmsin-	1mascIAS
Paliẽka sàvo karstùs nãktį ir̃ miñta gyvų̃jų kraujù.	Palieka savo karstus naktį ir minta gyvųjų krauju.	They leave their coffins at night... and they feed on the blood of the living.	krauju	7	kraujas	Ncmsin-	1mascIAS
Šeimininkè, jùk ištesė́site sàvo pãžadą, kaĩ nusigáusime į̃ Lòndoną?	Šeimininke, juk ištesėsite savo pažadą, kai nusigausime į Londoną?	You will keep your promise when we get to London, won't you, Master?	Šeimininke	0	šeimininkė	Ncfsin-	2femĖ
Jìs paliẽka dvì žaizdelès, báltas, raudónu vìduriu.	Jis palieka dvi žaizdeles, baltas, raudonu viduriu.	It leaves two little wounds, white with red centers.	viduriu	8	vidurys	Ncmsin-	1mascIS
Õ jū̃s, mìs Minà, atródote ýpač...	O jūs, mis Mina, atrodote ypač...	And you, Miss Mina. You're looking exceptionally...	Mina	4	mina	Ncfsin-	2femIA
Mir̃site kančiosè, jéi jū́sų síela bùs sùtepta nekaltù kraujù.	Mirsite kančiose, jei jūsų siela bus sutepta nekaltu krauju.	You will die in torment if you die with innocent blood on your soul.	krauju	9	kraujas	Ncmsin-	1mascIAS
- Jókiu būdù šią̃nakt negãlima atidarýti šių̃ langų̃.	- Jokiu būdu šiąnakt negalima atidaryti šių langų.	- And under no circumstances... must these windows be opened tonight.	būdu	2	būdas	Ncmsin-	1mascIAS
Jìs atė̃jo ir̃ sustójo põ màno lángu mėnesíenoje.	Jis atėjo ir sustojo po mano langu mėnesienoje.	He came and stood below my window in the moonlight.	langu	6	langas	Ncmsin-	1mascIAS
Ràsiu tàvo žẽmės dė̃žę ir̃ mietù pérkalsiu tàvo šìrdį.	Rasiu tavo žemės dėžę ir mietu perkalsiu tavo širdį.	I will find your earth box and drive that stake through your heart.	mietu	5	mietas	Ncmsin-	1mascIAS
Mìs Minà bùvo atsikė́lusi, apsireñgusi ir̃ išė̃jusi į̃ terãsą.	Mis Mina buvo atsikėlusi, apsirengusi ir išėjusi į terasą.	Miss Mina was up and dressed and out on the terrace.	Mina	1	mina	Ncfsin-	2femIA
Gyvéndama jì tàps nelabù naktiẽs pãdaru kaĩp jìs.	Gyvendama ji taps nelabu nakties padaru kaip jis.	In life she will now become the foul thing of the night that he is.	padaru	5	padaras	Ncmsin-	1mascIAS
Visái nenorė́jau vilkė́ti tàvo negražià suknelè!	Visai nenorėjau vilkėti tavo negražia suknele!	I didn't want your tacky dress anyhow!	suknele	5	suknelė	Ncfsin-	2femĖ
Tvar̃ko są́skaitas sù prižiūrė́toju, bèt jì ateĩs vėliaũ.	Tvarko sąskaitas su prižiūrėtoju, bet ji ateis vėliau.	She's settling accounts with the overseer, but she'll be along tonight.	prižiūrėtoju	3	prižiūrėtojas	Ncmsin-	1mascIAS
Kadà galiù pakalbė́ti sù jū́sų tė́vu?	Kada galiu pakalbėti su jūsų tėvu?	- When may I speak to your father?	tėvu	5	tėvas	Ncmsin-	1mascIAS
Bùs sunkù mylė́ti výrą sù žmóna ir̃ vaikù.	Bus sunku mylėti vyrą su žmona ir vaiku.	It'll be hard loving a man with a wife and baby clinging to him.	žmona	5	žmona	Ncfsin-	2femIA
Bùs sunkù mylė́ti výrą sù žmóna ir̃ vaikù.	Bus sunku mylėti vyrą su žmona ir vaiku.	It'll be hard loving a man with a wife and baby clinging to him.	vaiku	7	vaikas	Ncmsin-	1mascIAS
Nóri, kàd jì trankýtųsi keliù ir̃ pagimdýtų per̃ ankstì?	Nori, kad ji trankytųsi keliu ir pagimdytų per anksti?	Want her to be jounced over rough roads and have the baby ahead of time?	keliu	5	kelias	Ncmsin-	1mascIAS
Tą̃, sù unifòrma, kurì atródė kaĩp móteriškos kélnės?	Tą, su uniforma, kuri atrodė kaip moteriškos kelnės?	The one with the uniform like ladies' red flannels?	uniforma	3	uniforma	Ncfsin-	2femIA
Prašaũ, atvažiúokit sù sàvo vežimù pàs mùs!	Prašau, atvažiuokit su savo vežimu pas mus!	Please come and bring your carriage for us right away!	vežimu	5	vežimas	Ncmsin-	1mascIAS
Nóri keliáuti teñ sù ser̃gančia móterimi, kū̃dikiu ir̃ negriukè?	Nori keliauti ten su sergančia moterimi, kūdikiu ir negriuke?	You're going to parade through there with a sick woman, a baby and a darkie?	moterimi	5	moteris	Ncfsin-	3fem
Nóri prisimiñti tàvo bùčinius mū̃šio metù.	Nori prisiminti tavo bučinius mūšio metu.	Wants to carry the memory of your kisses into battle.	metu	5	metas	Ncmsin-	1mascIAS
Prirìšk ją̃ priẽ vežìmo sàvo sijonù.	Pririšk ją prie vežimo savo sijonu.	Tie her onto the back of the wagon with your petticoat.	sijonu	5	sijonas	Ncmsin-	1mascIAS
Triñkitės tuõ muilù, kõl àš jū́sų nepradė́jau trintì.	Trinkitės tuo muilu, kol aš jūsų nepradėjau trinti.	Scrub yourself with that lye soap, 'fore I scrub you myself.	muilu	2	muilas	Ncmsin-	1mascIAS
Jū̃s negãlite taĩp kalbė́ti sù màno žmóna.	Jūs negalite taip kalbėti su mano žmona.	You can't speak that way to my wife.	žmona	6	žmona	Ncfsin-	2femIA
Àš vỹksiu sù tavimì ir̃ tà naũja suknelè.	Aš vyksiu su tavimi ir ta nauja suknele.	I's going with you and that new dress.	suknele	7	suknelė	Ncfsin-	2femĖ
Jiẽ màno, kàd pabė́gau sù Konfederãcijos iždù.	Jie mano, kad pabėgau su Konfederacijos iždu.	They think I made off with the Confederate treasury.	iždu	7	iždas	Ncmsin-	1mascIAS
Jái nusibódo lauktì, jì bijójo liktì sénmerge, ir̃...	Jai nusibodo laukti, ji bijojo likti senmerge, ir...	She got tired of waiting, was afraid she'd be an old maid and...	senmerge	7	senmergė	Ncfsin-	2femĖ
Jì eĩtų gatvè núoga, jéi taĩ ką̃ nórs sudõmintų.	Ji eitų gatve nuoga, jei tai ką nors sudomintų.	If she thought anybody'd notice, she'd walk the street naked.	gatve	2	gatvė	Ncfsin-	2femĖ
Tù vìsiškai neišáuklėtas výras, atėjaĩ tókiu metù...	Tu visiškai neišauklėtas vyras, atėjai tokiu metu...	You really are the most ill-bred man to come here at a time...	metu	7	metas	Ncmsin-	1mascIAS
Jausmù, kurìs ỹra gražèsnis, tyrèsnis ir̃ šventèsnis...	Jausmu, kuris yra gražesnis, tyresnis ir šventesnis...	A feeling more beautiful, more pure, more sacred...	Jausmu	0	jausmas	Ncmsin-	1mascIAS
Taĩ garbìngas pasiū́lymas padarýtas, màno mãnymu, gerù momentù.	Tai garbingas pasiūlymas padarytas, mano manymu, geru momentu.	This is an honorable proposal of marriage... made at what I consider a most opportune moment.	manymu	6	manymas	Ncmsin-	1mascIAS
Taĩ garbìngas pasiū́lymas padarýtas, màno mãnymu, gerù momentù.	Tai garbingas pasiūlymas padarytas, mano manymu, geru momentu.	This is an honorable proposal of marriage... made at what I consider a most opportune moment.	momentu	9	momentas	Ncmsin-	1mascIAS
Padarýk jà puikià plantãcija, kokià jì anksčiaũ bùvo.	Padaryk ja puikia plantacija, kokia ji anksčiau buvo.	Make it as fine a plantation as it ever was.	plantacija	3	plantacija	Ncfsin-	2femIA
Patèpkit chininù ir̃ jì greĩtai liaũsis čiul̃pusi.	Patepkit chininu ir ji greitai liausis čiulpusi.	Put quinine on her thumb and she'll stop sucking it quick enough.	chininu	1	chininas	Ncmsin-	1mascIAS
Žinaĩ, kàd visadà žavė́jausi tàvo charãkteriu, brangióji.	Žinai, kad visada žavėjausi tavo charakteriu, brangioji.	You know, I've always admired your spirit, my dear.	charakteriu	6	charakteris	Ncmsin-	1mascIS
Manaũ, kàd jų̃ šiuõ metù neturiù.	Manau, kad jų šiuo metu neturiu.	I don't have them on me.	metu	5	metas	Ncmsin-	1mascIAS
Tókiu ãtveju, tùrite vyktì sù mumìs.	Tokiu atveju, turite vykti su mumis.	In that case, you'll have to come along.	atveju	1	atvejis	Ncmsin-	1mascIS
Panelè, jìs niekadà nègeria sù klieñtais.	Panele, jis niekada negeria su klientais.	Madame, he never drinks with customers.	Panele	0	panelė	Ncfsin-	2femĖ
Õ dabar̃ léiskite pasidalìnti sėkmè sù ruletè.	O dabar leiskite pasidalinti sėkme su rulete.	I'll share my good luck with your roulette wheel.	sėkme	4	sėkmė	Ncfsin-	2femĖ
Õ dabar̃ léiskite pasidalìnti sėkmè sù ruletè.	O dabar leiskite pasidalinti sėkme su rulete.	I'll share my good luck with your roulette wheel.	rulete	6	ruletė	Ncfsin-	2femĖ
Galù galè, jõs gãli taptì deficitù.	Galu gale, jos gali tapti deficitu.	Some day, they may be scarce.	Galu	0	galas	Ncmsin-	1mascIAS
Galù galè, jõs gãli taptì deficitù.	Galu gale, jos gali tapti deficitu.	Some day, they may be scarce.	deficitu	6	deficitas	Ncmsin-	1mascIAS
- Nerizikúosiu sàvo káiliu dė̃l kìto.	- Nerizikuosiu savo kailiu dėl kito.	- I stick my neck out for nobody.	kailiu	3	kailis	Ncmsin-	1mascIS
Šiuõ ãtveju, jū̃s netùrite, jokių̃ simpãtijų lãpei?	Šiuo atveju, jūs neturite, jokių simpatijų lapei?	In this case, you have no sympathy for the fox?	atveju	1	atvejis	Ncmsin-	1mascIS
Šiuõ ãtveju, àš suprantù skalìko póžiūrį.	Šiuo atveju, aš suprantu skaliko požiūrį.	I understand the hound's point of view too.	atveju	1	atvejis	Ncmsin-	1mascIS
Jìs atvỹko ìš Parỹžiaus sù Rikù.	Jis atvyko iš Paryžiaus su Riku.	He came from Paris with Rick.	Riku	5	Rikas	Npmsing	1mascIAS
Táu reĩktų būtì geresniù melagiù, Sèmai.	Tau reiktų būti geresniu melagiu, Semai.	You used to be a much better liar, Sam.	melagiu	4	melagis	Ncmsin-	1mascIS
