Surely the Reich doesn't admit that possibility?	Tikiuosi, kad Reichas tokios galimybės nesvarsto.
We're concerned about more than Casablanca.	Mes susirūpinę ne vien dėl Kasablankos.
To celebrate our leaving for America tomorrow.	Švęsime rytojaus išvykimą į Ameriką.
We are speaking nothing but English now.	Mes dabar kalbame tik angliškai.
You'll get along beautifully in America.	Jūs būsite laimingi Amerikoje.
How is lady luck treating you?	Kaip sekėsi?
- Could I speak to you?	- Ar galėčiau su jumis pasikalbėti?
- I came with Capt. Renault.	- Atėjau su kapitonu Reno.
My husband is with me too.	Aš čia su vyru.
Like any other man, only more so.	Kaip ir visi kiti vyrai.
Who told you to ask me that?	Kas liepė manęs to klausti?
How long have you been married?	Kiek ilgi jūs susituokę?
The devil has the people by the throat.	Velnias laiko žmonės už gerklės.
We don't want our children to grow up there.	Mes nenorėjome auginti ten vaikų.
It was more than we thought to get here.	Viskas kainavo daugiau, nei tikėjomės.
And he's still willing to give you a visa?	Ir vistiek pažadėjo vizas?
Nobody ever loved me that much.	Niekas manęs taip nemylėjo.
But if Jan should find out...	Bet jei Janas sužinotų...
Yes, everybody in Casablanca has problems.	Visi Kasablankoje turi savų problemų.
I'll take that as a compliment to Sam.	Manau, nuopelnus turėtų prisiimti Semas.
Could we have a table close to him?	Galėtumėme gauti staliuką arčiau jo?
And as far away from Strasser as possible.	Ir žinoma toliau nuo Štraserio.
The geography may be difficult to arrange.	Tai gali būti nelengva.
Right this way, if you please.	Prašome eiti čia.
Do you wish to place another bet, sir?	Ar statysite, poner?
Cash it in and don't come back.	Pasiimkite pinigus ir negrįžkite.
Are you sure this place is honest?	Ar čia žaidžiama sąžiningai?
As honest as the day is long.	Sąžiningiau nebūna.
Come to my office. We'll be businesslike.	Ateikite rytoj pas mane į kabinetą.
- We'Il be there at six.	- Ateisim ant 6 valandos.
- I'lI be there at ten.	- Aš būsiu 10.
I'm very happy for both of you.	Aš džiaugiuosi dėl jūsų.
Still, it's very strange that you won.	Bet vistiek keista, kad laimėjote.
- I'lI see you in the morning.	- Susitiksime rytoj.
Boss, you've done a beautiful thing.	Bose, jūs labai gražiai pasielgėte.
Why interfere with my little romances?	Kodėl jūs įsikišote į mano reikalus?
Put it down as a gesture to love.	Atidaviau duoklę meilei.
But I'lI be in tomorrow with a breathtaking blonde.	Bet rytoj su manimi bus nuostabi blondinė.
And it'll make me very happy if she loses.	Būsiu laimingas, jei ji pralaimės.
I wonder if I couId talk to you?	Pone Bleinai, galėtumėm pakalbėti?
It's rather confidential, what I have to say.	Tai konfidencialu, ką noriu pasakyti.
You know what I've been doing.	Jūs žinote mano darbus.
- You fought the fascists in Spain.	- Kovojote prieš Ispanijos fašistus.
I found that an expensive hobby.	Tai buvo brangus hobis.
But then I never was much of a businessman.	Bet tada nebuvau sėkmingas verslininkas.
I appreciate it, but I don't accept it.	Aš dėkingas, bet nepriimsiu.
Make it a million francs or three.	Nors pasiūlytumėt milijoną ar tris.
My answer would still be the same.	Mano atsakymas liktų toks pat.
There's a reason you won't let me have them.	Ar yra kokia atsisakymo priežastis.
I suggest that you ask your wife.	Siūlyčiau paklausti žmonos.
- I said, ask your wife.	- Paklauskite žmonos.
- Everybody's having a good time.	- Bet visiems linksma.
- Much too good a time.	- Per daug linksma.
The place is to be closed.	Ši vieta turi būti uždaryta.
- But I've no excuse to close it.	- Bet neturiu priežasties.
This cafÃ¨ is closed until further notice.	Kavinė uždaroma iki kito pranešimo.
This morning it wasn't safe for him to leave.	Ryte sakėte, kad jam pavojinga išvykti.
That's also true, except to return to occupied France.	Tai tiesa. Saugu gali būti tik okupuotoje Prancūzijoje.
- Under safe conduct from me.	- Su mano užtikrinta apsauga.
- There are only two other alternatives.	Galimos tik dvi alternatyvos.
Our faithful friend is still there.	Mūsų ištikimas draugas vis dar čia.
Please don't go to the underground meeting.	Prašau, brangusis, neik šiąnakt į tą susirinkimą.
After Strasser's warning tonight, I'm frightened.	Po majoro Štrauserio žodžių, esu išsigandusi.
Shall I remain here in a hotel room, hiding?	Ar man likti čia ir slėptis?
Or carry on the best I can?	Ar daryti tai, ką moku geriausiai?
Whatever I'd say, you would carry on.	Nesvarbu ką pasakyčiau, nes tu jau nusprendei.
Why don't you tell me about Rick?	Kaip sekėsi su Riku?
- Apparently he has the letters.	- Matyt, laiškai pas jį.
I'd think if sentiment won't persuade him, money would.	Nei dėl sentimentalių priežasčių, nei dėl pinigų.
Did he give you any reason?	Ar jis pasakė kodėl?
I don't know why he said that.	Tik nežinau kodėl.
Our friend outside will think we've retired by now.	Tegul mūsų draugas lauke mano, kad nuėjome miegoti.
I'll be going in a few minutes.	Po keletos minučių išeisiu.
I know how it is to be lonely.	Pažįstu tą jausmą.
Is there anything you wish to tell me?	Ar norėtum ką nors pasakyti?
Whatever I do, will you believe that I-	Viktorai, nesvarbu, ką aš padariau,patikėk...
You don't even have to say it.	Nieko nesakyk.
Well, you are in pretty good shape, Herr Rick.	Ką gi, visai neblogai sekasi verslas, pone Rikai.
How long can I afford to stay closed?	Kiek ilgai galime nedirbti?
In the meantime, everybody stays on salary.	Kolkas visi gaus atlyginimus.
Sascha will be happy to hear it.	Saša apsidžiaugs.
- You finish locking up, will you?	- Kai baigsi, užrakink. Gerai?
- Then I'm going to the meeting-	- Tada eisiu į susirinkimą...
- How did you get in?	- Kaip čia patekai?
- The stairs from the street.	- Laiptais iš gatvės.
- Richard, I had to see you.	- Ričardai, turėjau su tavimi susitikti.
Ask any price, but give me those letters.	Sakyk bet kokią kainą, tik duok tuos laiškus.
I went through that with your husband.	Viską aptariau su tavo vyru.
I'm not fighting for anything anymore, except myself.	Aš už nieką nebekovoju, išskyrus save.
I'm the only cause I'm interested in.	Rūpinuosi tik savimi ir niekuo kitu.
If those days meant anything at all-	Ar tau tai nieko nereiškia?
I wouldn't believe you no matter what.	Vistiek tavimi nepatikėčiau.
You'd say anything now to get what you want.	Dabar pasakytum bet ką, kad tik gautum tai, ko nori.
You want to feel sorry for yourself?	Tu nori savęs gailėtis?
You're a coward and a weakling!	Tu bailys ir silpnavalis.
I'm sorry, but you- You are our last hope.	Atleisk, bet tu esi paskutinė mūsų viltis.
It's a good spot for it.	Visai nebloga vieta.
I tried to reason with you.	Bandžiau su tavimi tartis.
For the last time, put them on the table.	Paskutinį kartą, padėk ant stalo.
all right, I'll make it easier for you.	Aš palengvinsiu tau užduotį.
You'll be doing me a favor.	Padarysi man paslaugą.
I thought I would never see you again.	Maniau, kad niekada tavęs nebesutiksiu.
That you were out of my Iife.	Kad išnyksi iš mano gyvenimo.
If you knew how much I Ioved you.	Jei žinotum, kaip stipriai tave mylėjau.
How much I still love you.	Kaip stipriai tave tebemyliu.
But the Gestapo were waiting for him.	Bet ten jau laukė Gestapas.
Just 2 lines in the paper:	Laikraštyje tebuvo parašyta:
"Victor Laszlo apprehended. Sent to concentration camp."	"Viktoras Lazlo uždarytas į koncentracijos stovyklą".
For months I tried to get word.	Daugelį mėnesių negavau jokių žinių.
Then it came. He was dead.	Bet tada atėjo naujiena, kad jis mirė.
I had nothing, not even hope.	Neturėjau nieko, net vilties.
Why keep your marriage a secret?	Kodėl slėpiai santuoką?
Not even our closest friends knew about it.	Net artimiausi draugai apie tai nežinojo.
When did you first find out he was alive?	Kada sužinojai, kad jis gyvas?
Just before you and I were to leave Paris.	Prieš mums išvykstant iš Paryžiaus.
I wanted to tell you, but I didn't dare.	Turėjau tau pasakyti, bet neišdrįsau.
It's still a story without an ending.	Vistiek istorija be pabaigos.
I don't know what's right any longer.	Nebežinau, kas teisinga, o kas ne.
You have to think for both of us.	Turi galvoti už mus abu.
I wish I didn't love you so much.	Norėčiau tavęs taip nemylėti.
They caught some of the others.	Pavyko pagauti kelis mūsiškius.
The police break up our meeting.	Policija įsiveržė į mūsų susirinkimą.
We escaped in the last moment.	Vos spėjome pasprukti.
- Come up here a minute.	- Ateik minutei.
Turn out the light at the rear.	Ir išjunk laukines šviesas.
- Sascha always puts it out.	Saša visada tai padarydavo.
Yes, I come. I will do it.	Tuoj ateinu.
We had to get through a window.	Turėjome išdaužti langą.
Don't you sometimes wonder if it's worth all this?	Ar niekda nepagalvojote, ar visa tai, to verta?
I mean, what you're fighting for.	Kalbu apie tai, už ką kovojate.
We might as welI question why we breathe.	Tada galime paklausti, kodėl kvėpuojame?
We stop fighting our enemies, the world will die.	Nustosime kovoti su priešais - pasaulis mirs.
Then it'Il be out of its misery.	Tai būtų pelnyta bausmė.
Each of us has a destiny.	Kiekvienas turim savo likimą.
You seem to know all about my destiny.	Jūs žinote viską apie mano likimą.
I know that you're in love with a woman.	Žinau, kad mylite moterį.
But I want my wife to be safe.	Bet noriu, kad žmona būtų saugi.
Yes, I love her that much.	Todėl ją taip myliu.
We have a warrant for your arrest.	Turime įsakymą jus suimti.
The captain will discuss that with you later.	Kapitonas su jumis tai aptars.
It seems that destiny has taken a hand.	Atrodo, kad likimas sučiupo už rankos.
This isn't Germany or occupied France.	Tai nėra Vokietija ar okupuota Prancūzija.
You can fine him and give him 30 days.	Jam gali būti skirta bauda ar kalėjimas 30 dienų.
You might as welI let him go.	Arba galite jį paleisti.
If you help him to escape-	Jei mėginsi jam padėti...
Because, one, you bet 10,000 francs he'd escape.	Pirmiausia, jūs galite pralošti 10,000 frankų.
Don't count too much on my friendship.	Rikai, nesitikėkite per daug iš mano draugystės.
Besides, I might lose 10,000 francs.	Be to, galiu pralošti 10,000 frankų.
I'm leaving CasabIanca on tonight's plane. The last plane.	Aš iš Kasablankos išskrendu šiandien, paskutiniu lėktuvu.
I'm taking a friend with me.	Ir pasiimu vieną draugę su savimi.
The last man I want to see in America.	Jis paskutinis asmuo, kurį norėčiau matyti Amerikoje.
You didn't come here to say this.	Bet atvykote ne dėl to.
Why do you still care what happens to Laszlo?	Bet kodėl jums taip rūpi Lazlo likimas?
Why do you think we want to hold you?	Kodėl manai, kad jums neleisime išvykti?
She probably knows things Strasser would Iike to know.	Ji žino dalykus, kuriuos norėtų sužinoti ir Štraseris.
I'll make a deal with you.	Noriu susitarti.
That'd be a feather in your cap.	O jums garantuos papildomų uniformos juostelių.
Laszlo will come there to pick up the letters.	Lazlo ateis atsiimti laiškų.
That'Il give you the grounds to make the arrest.	Ir bus puiki proga jį suimti.
You get him, and we get away.	Gaunate jį, o mes išskrendame.
There's still something I don't understand.	Bet aš kažko vistiek nesuprantu.
How do I know you'Il keep your bargain?	O kaip žinosiu, kad laikysitės žodžio?
Call off your watchdogs when you let him go.	Ir atšaukit savo sarginius šunis, kai jį paleisite.
I don't want them around today.	Nenoriu, kad jie maišytuosi.
I'm taking no chances, not even with you.	Luisai, nenoriu rizikuoti. Netgi su jumis.
Of course. Rick's wouldn't be Rick's without them.	Žinoma, be jų tai ne Riko kavinė.
Remember you owe Rick's 100 carton of cigarettes.	Nepamirškite, jūs turite šimtą dėžių amerikietiškų cigarečių.
ferrari: I shall remember to pay it to myself.	Tikrai nepamiršiu, sau už jas susimokėti.
- I was informed as he left the hotel.	- Buvau informuotas, kada jis paliko viešbutį.
- I said to tie up your watchdogs.	- Sakiau patraukti sarginius šunis.
This place won't be the same without you.	Ši vieta nebebus tokia pat.
When we searched the place, where were they?	O kur jie buvo, kai mes jų ieškojome?
Serves me right for not being musical.	Štai ką reiškia, nesuprasti muzikos.
You better wait in my office.	Palaukite mano kabinete.
Victor thinks I'm going with him.	Viktoras galvoja, kad skrisiu su juo.
- But it's all right, isn't it?	- Bet juk viskas gerai?
We'll tell him at the airport.	Pasakysime oro uoste.
The less time to think, the easier.	Kuo mažiau laiko mąstyti, tuo lengviau.
- I don't know how to thank you.	- Nežinu kaip jums atsidėkoti.
We still have a lot to do.	Dar daug reikia padaryti.
You won't have trouble in Lisbon?	Lisabonoje nekils jokių problemų?
The letters are made out in blank.	Laiškai paruošti.
Love, it seems, has triumphed over virtue. Thank-	Meilė nugalėjo dorybę...
- Have you taken leave of your senses?	- Ar jūs išprotėjot? - Tikriausiai.
Under the circumstances, I will sit down.	Esant tokiai padėčiai, prisėsiu.
I wonder if you realize what this means?	Ar bent suprantate, ką tai reiškia.
Call off the watchdogs, you said.	Liepėte tšaukti sargybinius.
That is my least vulnerable spot.	Tai mano pažeidžiamiausia vieta.
Have police meet me at the airport at once.	Visi į oro uostą.
Lisbon plane taking off in ten minutes, east runway.	Lėktuvas į Lisaboną pakyla už 10 minučių, iš rytinio tako.
That'Il make it even more official.	Bus daug oficialiau.
You think of everything, don't you?	Apgalvojai viską?
The names are Mr. and Mrs. Victor Laszlo.	Įrašykite pono ir ponios Lazlo vardus.
I'm staying here till the plane gets away.	Liksiu čia, kol pakils lėktuvas.
Last night we said a great many things.	Praėjusį vakarą pasakėme daug gražių žodžių.
Now, you've got to listen to me.	- Bet... - Dabar paklausyk manęs.
We'd both wind up in a concentration camp.	9 atvejais iš 10 abu pateksime į koncentracijos stovyklą.
- You're saying this to make me go.	- Tu taip sakei, nes nori, kad skrisčiau.
- I'm saying it because it's true.	- Sakau, nes tai tiesa.
Inside we both know you belong with Victor.	Mes abu žinome, kad tavo vieta šalia Viktoro.
Maybe not today, not tomorrow, but soon.	Gal ne šiandien, ne ryto, bet greitai.
For the rest of your life.	Visą likusį gyvenimą.
We got it back last night.	Bet vakar susigrąžinome.
- When I said I would never leave you.	- Kai aš sakiau, kad niekada tavęs nepaliksiu.
I've got a job to do too.	Aš taip pat turiu darbo.
Where I go, you can't follow.	Ten kur aš einu, tu negali sekti.
What I do, you can't be any part of.	Ir tu negali būti viso to dalimi.
I'm no good at being noble.	Aš nesu labai išmintingas.
I don't ask you to explain anything.	Man nereikia jokių pasiaiškinimų.
It may make a difference to you later on.	Nepaisnt to, noriu šitą paaiškinti.
You said you knew about lisa and me.	Sakėte, kad žinojote apie mane ir Ilsa.
But that was all over long ago.	Bet tai buvo taip seniai.
For your sake, she pretended it wasn't.	Dėl Dievo meilės, ji apsimetinėjo.
This time I know our side will win.	Dabar aš tikiu, kad mes laimėsime.
- I don't know what you mean.	- Nesuprantu apie ką kalbate?
- What you did for Laszlo.	- Tai ką padarėte dėl Lazlo...
I know a little about women.	Aš pažįstu moteris.
She went, but she knew you were lying.	Nors ji ir išvyko, bet suprato, kad meluojate.
Anyway, thanks for helping me out.	Bet kokiu atveju, ačiū už pagalbą.
As soon as the plane goes.	Kai tik pakils lėktuvas.
What was the meaning of that phone call?	Ką reiškė, tas skambutis?
Victor Laszlo is on that plane.	Viktoras Lazlo tame lėktuve.
I was willing to shoot renault.	Buvau pasirengęs šauti į Reno.
- Get me the radio tower.	- Sujunkite su radio bokštu.
Maybe. It seemed like a good time to start.	Manau, kad visai tinkamas laikas.
There's a Free French garrison at Brazzaville.	Brazavilyje isikūręs nepriklausomas Prancūzijos kariuomenės dalinys.
And that 10,000 francs should pay our expenses.	Tie 10,000 frankų, padengs mūsų išlaidas.
Film Developed by Toho Developing Co.	Juostos apdirbimas Toho Developing Co.
We looted rice here last fall	Paėmėme jų ryžius praeitą rudenį.
I'm afraid they have nothing yet	Greičiausiai dar nieko neturi.
Let's come back after the barley has ripened	Geriau sugrįžkime, kai nuims grūdų derlių.
Is there no god to protect us?	Ar jau nėra dievų, kurie mus apsaugotų?
God must want us farmers to starve!	Dievai turbūt nori, kad mirtume iš bado!
He'd come only after the bandits are gone!	Ir tai jis atvyksta tik išvykus plėšikams!
Let's give everything to the bandits!	Atiduokime viską plėšikams!
That might get some action out of him!	Gal tada teisėjas nuspręs ko nors imtis!
Let's kill the bandits, kill them all!	Užmuškime plėšikus, užmuškime juos visus!
You kill samurai on the run- but not bandits!	Gali nužudyti samurajų, bet ne plėšiką!
We haven't a chance against them!	Neturime prieš juos jokių šansų!
What would happen if we were defeated?	Kas bus, jei mus nugalės?
They kill even babies in the womb!	Nužudys net vaikus lopšiuose!
Depend on who you do your dealing with	Reikia patyrusio.
They'd come again in the fall!	Vėl grįš rudenį!
Without the crop, we'll die, anyway	Vis vien mirsime be derliaus.
We don't know how to fight	Nežinome kaip kautis.
Never heard of such a thing!	Tai negirdėta!
I saw it with my own eyes	Mačiau kažką tokio savo akimis.
But Grandad, there are many different kinds of villages	Bet seneli, yra tiek skirtingų rūšių kaimų.
But will samurai fight for us, just for food?	Bet ar samurajus kausis už mus, tik už maistą?
Poor as I am, I'm no beggar!	Nors esu vargšas, nesu elgeta!
Found any samurai, cheap, strong and willing?	Radote kokį slaptą, stiprų ir dorą samurajų?
I cleaned him out last night	Radau jį vakar naktį.
He drew his sword so we beat him up	Išsitraukė kardą, tai jam stuktelėjome.
Eat right or you'll become night-blind!	Yra gerai, bet atsibodo sušiktas aklumas!
You can have them for a handful of rice	Gali turėti už saiką ryžių.
I would pay plenty to see them love!	Daug ką atiduočiau, jei leistų pažvelgti į jų meilę!
Besides, we don't know anything at all about samurai	Ir be to nieko nežinome apie samurajus.
As much as we know about seeds	Žinau tiek, kiek apie augalus.
You had money to gamble away!	Pinigų žaidimams tai turėjai!
But I could never negotiate with them!	Bet niekada negalėčiau su juo varžytis!
You have to deal with the bandits!	Turi užsiimti plėšikais!
What will you offer them this time?	Ką jiems siūlai šį kartą?
A thief is in that barn!	Tvarte yra piktadarys!
He was discovered and ran in there!	Buvo pagautas nusikaltimo vietoje ir jam pasisekė ten pasislėpti!
They've been in there since last night.	Jis viduje nuo vakar. Vargšas vaikas!
Poor kid! His voice has gotten hoarse!	Jis vis labiau prislopintas!
But what's wrong with that samurai?	Kas darosi su tuo samurajumi? Skuta galvą?
He's promised to save the boy.	Žadėjo išlaisvinti berniuką.
I brought food For you, too!	Atnešiau maisto, tau taip pat!
I'm a ronin And I have no disciples	Aš roninas ir neturiu mokinių.
You embarrass me You're overestimating me	Gėdini mane, pervertini mano gabumus.
In short, that's all I am	Trumpai kalbant, esu koks esu.
Drop such an idea for your own good	Geriau mesk šį sumanymą, savo pačio gerovei.
I can't afford to take a kid with me	Aš negaliu kankinti vaikų.
This would not be a game	Tai nebus lengva!
Two or three samurai could accomplish nothing	Du ar trys samurajai taip pat nieko nereiškia.
Mountains in back of the village?	Už kaimo yra kalnai?
One guard for each direction takes four	Vienas sargybinis iš kiekvienos pusės, taigi keturi.
You'll need at least seven, including me	Reikės mažiausiai septynių, įskaitant mane.
The Grandad said "four," didn't he?	Senukas turbūt pasakė "keturių", ar ne?
I'm glad I wasn't born a farmer!	Džiaugiuosi, kad negimiau valstiečiu!
Don't you have any pity for them?	Negali jiems būti gailestingas?
If you do, why don't you help them?	Jei taip, kodėl nenori jiems padėti?
They're feeding you on rice, and living on millet	Jus maitina ryžiais, o patys valgo šieną.
You really think samurai would come?	Septyni. Taip, septyni.
But, if I told you that, you'd bring fifteen	Suprantate, ką turiu galvoje?
Our girls are crazy about samurai	Mūsų moterys pamišusios dėl samurajų. Valstiečiams gali nepatikti, jei samurajai prie jų kabinėsis.
I must find some talented men, right away	Atleisk mums.
My ambition is a bit bigger	Man labai gaila.
But I'm worried about the other six	Nebūk kvailys!
But, I'll accept because your character fascinates me	Bet aš sutikau, nes priimtinas tavo charakteris.
The deepest friendship often comes through a chance meeting	Dažnai tvirta draugystė gimsta atsitiktinai susitikus.
At night I slept, holding on to it!	Net naktį, kai miegojau, juos laikiau!
It's all gone, except just a handful	Viskas dingo, išskyrus mažą saiką.
It's so good to find you alive!	Jau maniau, kad tave praradome!
When the castle burned down, and fell upon me,	Kai pilis užsidegė, o po to užvirto ant manęs, maniau, kad jau galas!
I thought that was my end!	Bijojai?
Are you fed up with fighting?	Ar jau užtenka kovų?
I'm preparing for a tough war	Ji mums neatneš nei pinigų, nei garbės.
It will bring us neither money nor fame.	Nori prisijungti? Taip!
I never knew they were so scarce	Ko ieškote, pone?
Samurai There's one in my yard, but poor quality	Mano kieme vienas yra, bet labai prastas.
I was astonished by his gay indifference	Buvau nustebęs jo abejingumu gyvenimui. "Pavalgydink mane, neturiu pinigų, bet galiu paruošti malkų."
Haven't you ever seen firewood cut?	Niekada nematei, kaip ruošiamos malkos? Galbūt tau tai patinka.
But I'm better at killing enemies	Daug jų užmušei?
A real sword will kill you.	Nėra tikslo. Palauk!
A man interested only in perfecting his skill	Taigi jo atsakymas buvo: "Ne!"
I told him where to find me, though	O tu?
A cheerful fellow Good company in adversity	Gera draugija bėdoje yra labai gerai.
That one dressed like a peddler?	Taip. Prieš daug metų buvo mano padėjėjas.
Provided that we treated him like a grownup	Elgiamės su juo kaip su suaugusiu.
He is like a wild dog	Išgersiu su juo vėliau.
Just watch A good samurai will dodge it	Geras samurajus prieš tai atsilaikytų, bet jis girtas.
Look! Though clad in rags, I'm a real samurai!	Nors vaikštau apskuręs, esu tikras samurajus!
I've been looking for you ever since that time!	Nuo to laiko tavęs visur ieškau! Norėčiau tau kai ką parodyti!
You'll know... I belong to a respectable samurai family	Priklausau gerbiamai samurajų šeimai.
Why do you stare at me like that?	Kodėl taip žiūri į mane?
I tell you because I love you!	Artėja samurajai!
You don't know what they'll do to you	-Ateik čia ir nusikirpk plaukus.
- Come and cut your hair.	-Ne, nedarysiu to!
You're not worried because yours are boys, but...	Tu neturi pergyventi, kad čia vien jaunuoliai, bet... -Suprantu.
- So you keep my daughter.	Pas tave bus saugi.
She'll be safer at your place	Kvaily!
But he's only worried about his daughter!	Bet jis bijo tik dėl dukters! Velnias!
All who have young daughters are terrified	Visi, kurie turi dukteris, išsigandę.
The samurai are coming any day now!	Samurajai gali atvykti kiekvieną akimirką! Eime!
We should do something before those samurai get here!	Turime kažką daryti, kol neatėjo samurajai!
Isn't it strange? Now, I sort of... miss him!	Dabar lyg mums jo trūksta!
I'd hate to die in a dung heap, though	Niekas tavęs to neprašo.
Well, what kind of hospitality is this?	Ką, kas čia per svetingumas?
Farmers are always worrying about one thing or another	Valstiečiai visada dėl ko nors jaudinasi:
Why are they afraid of us?	Kodėl bijo mūsų?
Yet they expect us to do something for them?	Juk laukia, kad jiems padėsime?
From which direction are they coming?	Iš kurios pusės atvyksta? Iš kalnų!
Those who saw bandits, step forward!	Tie, kurie matė plėšikus, tegul žengia į priekį!
But when you heard the alarm...	Bet kai išgirdote aliarmą... O!
Well, looks like maybe he's useful after all	Ką gi, atrodo mums vis dėl to pravers. Taigi, mūsų jau septyni?
Sorry this place is so filthy	Atleiskite, bet čia taip nešvaru.
How would you attack this village?	Kaip pultum tą kaimą? Nusileisčiau iš kalnų.
When you can't run, it's time to die	Kai negali bėgti, ateina laikas mirti.
After the harvest, we'll flood here	Po derliaus nuėmimo viską užliesime. Taigi čia gintis bus lengva.
Then this will be well defended	Bet ar pakaks laiko tai padaryti?
That old man is stubborn, you know	Žinai, tas senukas labai užsispyręs.
Remember You're afraid of the enemies	Bijo priešų, bet turi atminti, kad jie ir tavęs bijo!
But they're men, not sparrows, not crows!	Bet jie yra žmonės, ne žvirbliai ar varnos!
If you want to watch, bring money	Jei nori žiopsoti, atnešk pinigų.
Are you one of the villagers?	Esi vienas iš kaimiečių?
Taken from a samurai on the run	Kur gavai?
You wanted these things, didn't you?	Gėdytumeisi!
They stripped those from samurai they murdered	Paėmė iš nužudyto samurajaus. -Žinau.
One who has never been hunted would not understand	Tas, kuris nebuvo persekiojamas, niekada nesupras.
I'd like to kill every farmer in this village!	Norėčiau užmušti kiekvieną šio kaimo valstietį!
What do you all think of farmers?	Šventi?
They say: "We've no rice, we've no wheat.	Sako: "Neturime ryžių, neturime grūdų. Nieko neturime!"
If they smell a battle, they hunt the defeated!	Kai pajus kovą, puls pralaimėjusius!
And kill them if they resist!	Ką turi daryti?
You gave them your house and you sleep here?	Mirtinai išsigandęs!
I can't imagine the mountains being infested with bandits	net negaliu įsivaizduoti, kad tuose kalnuose pilna plėšikų. Velniava!
Our banner In battle, we'll need something to wave	Kovos metu reikės kuo nors mojuoti.
What does it mean? This says "Farm." Farmers.	"Kaimas." Kaimiečiai.
- But... I tasted millet, for the first time	Pirmą kartą valgiau šieną, buvo šlykštu.
I wish I could die right away	Norėčiau jau mirti...
Did you, see me today, over there, with...	Ar tai tu matei mane ten, už..., Mergina? Taip.
This is all we can give you	Tai viskas, ką galime jums duoti. Jei jums duosime daugiau, turėsime...
When are you going to harvest?	Kada bus derliaus nuėmimas?
I want to flood it, then	Tokiu atveju noriu ją užpilti vandeniu.
The work can be done in one day	Ačiū.
I'm sorry We can't help it	Atleisk, nieko negalime padaryti.
We can't cover this big an area	Negalėsime apsaugoti viso ploto.
Listen! The crops will soon be harvested	Greitai pasibaigs derliaus nuėmimas, o po to atvyks plėšikai.
From now on we must be on the alert	Derlių imsime kartu, o ne kiekvienas atskirai.
Listen, men! Love your wives plenty tonight	Gerai pasilinksminkite su savo žmonomis naktį.
Let's not risk ourselves to protect others!	Eikite!
Such selfishness will not be tolerated!	Toks egoizmas nebus netoleruojamas!
What did you say to him?	Pasiūliau jam apsivesti.
Something pretty painful must be eating him	Jį persekioja kažkas labai skausmingo. Tai parodo jo veidas.
Often, just talking soothes one's mind	Labai dažnai tik kalbos nuramina mintis. Kalba apie kančią gali šiek tiek sumažinti skausmą.
Incidentally, you're a man of few words	Paprasčiausiai esi tylenis, bet jei yra kažkas kas graužia tave, geriau tai iš savęs išspausti.
Let's go out Don't wake him.	Nežadink jo, jis tik vaikas.
If they don't come, what a loss!	Pasamdėme tuos godžius samurajus!
If you cripple it, Yohei will cry!	Esu puikus jojikas!
The thrashing is finished and no sign of bandits	Pradeda galvoti, kad niekada nepasirodys.
They're beginning to think none are coming	Dieviškas troškimas.
Danger strikes when everything looks so safe	Pasakyk jiems, kad užimtų savo vietas!
I'm shamed Oh, I don't mean that	Tu esi samurajus, o aš valstietė.
You're samurai and I'm a peasant	Aš niekad...
Three strangers near the west road, sir	-Nekas apie tai dar nežino.
- No one else knows about this.	-Dar ne. Išlaikykime tai paslaptyje.
I saw three horses on the hill!	Mačiau tris svetimus ant kalno! Plėšikai! Žinau.
Keep them quiet They must be scouts	Tai tikrai žvalgai, neturi mūsų pamatyti.
They're surprised to see the fence	Nežino apie mus.
Now that they know, they mustn't leave	Nužudysiu juos.
I'll kill them. They're in my territory	Nežinojau...
Catch one of them to make amends	Eik artimiausiu keliu.
This is a prisoner of war!	Prašo pasigailėjimo!
Let her avenge her son's death!	Leiskite jai pagerbti sūnaus mirtį!
According to that bandit, their fort must be pretty...	Anot to plėšiko, jų fortas turėtų būti neblogas... -Gali turėti tiek skylių, kiek Yohei kelnėse!
- Let's attack. - They are forty	Jų turime šiek tiek sumažinti ir, kiek tik galima, be savų aukų.
If we leave now, we'll get there by dawn	Bet kas?
Me too! I'll be the guide!	-Neturime tiek arklių!
- Yes, we have You ride Yohei's horse.	Niekas kitas nesugebės!
Set fire to all the huts!	Kai išeis, užmušti juos visus!
Twenty to the north, fifteen to the south!	Dvidešimt šiaurėje, penkiolika pietuose! -Šauti? -Iš viso tris!
Now go see if the bridge was cut	O dabar eik pažiūrėti, ar sugriautas tiltas... -O... -Šūviai!
The decisive battle will be fought there	Kodėl ten nepastatėme kario?
And look out for their guns!	Ir saugokis jų šūvių! Žinau!
Get away! Be quick about it, fools!	Paskubėk, kvaily!
On this hill, twenty of the enemy	Ant tos kalvos, dvidešimt plėšikų, dvylika rytuose.
The same thing happened to me!	Tas pats nutiko ir man! Buvau toks pat, kaip ir tas vaikas!
Don't! A flea bite is bigger.	Įkandus blakei žaizda yra didesnė.
They attacked from three directions and were beaten back	Smogė iš trijų pusių ir buvo nugalėti. Kitą kartą smogs čia.
But it's awfully quiet out there	Labai jau ten tylu.
Right. However, their main force is there	Vis dėl to, pagrindinės jų pajėgos yra čia.
Good work! Stick up that scarecrow	Pastatykite sargybinius čia.
Probably in the morning, they'll launch their attack here	Greičiausiai ryte smogs kaip tik čia.
We'll decrease them one by one	Pribaigsime juos vieną po kito. O kaip jų šautuvai?
