Ramiaĩ prieĩk priẽ dùrų.	Ramiai prieik prie durų.	Walk calmly to the door.
Rugsė́jo mė́nesį bùs lýgiai mẽtai, kaĩp àš ją̃ pažį́stu.	Rugsėjo mėnesį bus lygiai metai, kaip aš ją pažįstu.	By September I will have known her for a whole year.
Šì istòrija bùvo labaĩ įdomì.	Ši istorija buvo labai įdomi.	The story was very interesting.
Šì pamokà pasibaĩgs põ dẽšimties minùčių.	Ši pamoka pasibaigs po dešimties minučių.	This class will be over in ten minutes.
Šìs stãlas ỹra sunkùs.	Šis stalas yra sunkus.	This table is heavy.
Šìs vanduõ ỹra skanùs.	Šis vanduo yra skanus.	The water is tasty.
Šitàs stãlas ỹra báltas.	Šitas stalas yra baltas.	This table is white.
Šitàs ỹra màno stãlas.	Šitas yra mano stalas.	This is my table.
Susitikìmas pasibaĩgs rytój.	Susitikimas pasibaigs rytoj.	The meeting will end tomorrow.
Taĩ ỹra arklỹs.	Tai yra arklys.	This is a horse.
Taĩ ỹra gẽra próga vienà kìtą pažintì.	Tai yra gera proga viena kitą pažinti.	This is a good opportunity to get to know one another.
Taĩ ỹra gẽra próga víenas kìtą pažintì.	Tai yra gera proga vienas kitą pažinti.	This is a good opportunity to get to know one another.
Taĩ ỹra labaĩ įdomì knygà.	Tai yra labai įdomi knyga.	This is a very interesting book.
Tàs kãtinas tikraĩ bùvo mė́lynas.	Tas katinas tikrai buvo mėlynas.	That cat really was blue.
Tàvo rankà ỹra šálta kaĩp lẽdas.	Tavo ranka yra šalta kaip ledas.	Your hand is as cold as ice.
Tàvo vonià ỹra pàruošta.	Tavo vonia yra paruošta.	Your bath is ready.
Teñ bùvo võs peñkiasdešimt žmonių̃.	Ten buvo vos penkiasdešimt žmonių.	There were barely fifty people there.
Tė̃tis nupir̃ko mán kãmerą.	Tėtis nupirko man kamerą.	Dad bought me a camera.
Tikrì výrai gẽria arbãtą.	Tikri vyrai geria arbatą.	Real men drink tea.
Tòmas klaũsė, kur̃ tù buvaĩ.	Tomas klausė, kur tu buvai.	Tom asked where you were.
Tòmas negãli káltinti niẽko kìto, kaĩp tìk pãtį savè.	Tomas negali kaltinti nieko kito, kaip tik patį save.	Tom can't blame anyone but himself.
Tòmas nepasiródė.	Tomas nepasirodė.	Tom didn't appear.
Tòmas nežìno, kuõ skìriasi žvaigždė̃ nuõ planètos.	Tomas nežino, kuo skiriasi žvaigždė nuo planetos.	Tom doesn't know the difference between a star and a planet.
Tòmas nežìno skìrtumo tar̃p žvaigždė̃s ir̃ planètos.	Tomas nežino skirtumo tarp žvaigždės ir planetos.	Tom doesn't know the difference between a star and a planet.
Tòmas niekadà nesãkė, kàd norė́jo išvažiúoti.	Tomas niekada nesakė, kad norėjo išvažiuoti.	Tom never said that he wanted to leave.
Tòmas paprãšė màno patarìmo.	Tomas paprašė mano patarimo.	Tom asked for my advice.
Tòmas sumokė̃s.	Tomas sumokės.	Tom'll pay.
Tù gerì arbãtą.	Tu geri arbatą.	You drink tea.
Tuõj pàt paruõšk sàvo namų̃ dárbus.	Tuoj pat paruošk savo namų darbus.	Do your homework right away.
Tùri gẽrą ãtmintį.	Turi gerą atmintį.	You have a good memory.
Užsičiáupk ir̃ klausýkis, vaikè.	Užsičiaupk ir klausykis, vaike.	Shut up and listen, kid.
Vieniñtelis dalỹkas kurìs jái rū̃pi ỹra jõs vaikų̃ saugùmas.	Vienintelis dalykas kuris jai rūpi yra jos vaikų saugumas.	Her only care is the safety of her children.
Vìskas dãroma rañkomis.	Viskas daroma rankomis.	Everything is done by hand.
Ar̃ einù teisìnga kryptimì?	Ar einu teisinga kryptimi?	Am I going in the right direction?
Ar̃ galė́čiau gautì puodẽlį arbãtos?	Ar galėčiau gauti puodelį arbatos?	May I have a cup of tea?
Ar̃ gãlite mán paródyti kẽlią į̃ teãtrą?	Ar galite man parodyti kelią į teatrą?	Could you show me the way to the theatre?
Ar̃ girdė́jai naujíenas?	Ar girdėjai naujienas?	Did you hear the news?
Ar̃ Jū̃s íeškote dárbo?	Ar Jūs ieškote darbo?	Are you looking for a job?
Ar̃ jū̃s pažį́state Tòmo tėvùs?	Ar jūs pažįstate Tomo tėvus?	Do you know Tom's parents?
Ar̃ praradaĩ prõtą?	Ar praradai protą?	Have you lost your reason?
Ar̃ tù ateĩsi į̃ koncer̃tą sù manimì?	Ar tu ateisi į koncertą su manimi?	Will you come with me to the concert?
Ar̃ tù esì tikràs, kàd mẽs negãlime pataisýti šiõs kãmeros?	Ar tu esi tikras, kad mes negalime pataisyti šios kameros?	Are you sure we can't repair this camera?
Ar̃ tù gavaĩ Tòmo žinùtę?	Ar tu gavai Tomo žinutę?	Did you get Tom's message?
Ar̃ tù pamiršaĩ sàvo ginklùs automobìlyje?	Ar tu pamiršai savo ginklus automobilyje?	Did you forget your weapons in the car?
Ar̃ tù pažį́sti Tòmo tėvùs?	Ar tu pažįsti Tomo tėvus?	Do you know Tom's parents?
Ar̃ žinaĩ kokià ỹra mėgstamiáusia Tòmo spalvà?	Ar žinai kokia yra mėgstamiausia Tomo spalva?	Do you know what Tom's favorite color is?
Ar̃ žinaĩ Tòmo ãdresą?	Ar žinai Tomo adresą?	Do you know Tom's address?
Ar̃ žìnote Tòmo ãdresą?	Ar žinote Tomo adresą?	Do you know Tom's address?
Àš atìdaviau sàvo ginklùs.	Aš atidaviau savo ginklus.	I gave my weapons away.
Àš dìrbu bánke.	Aš dirbu banke.	I work in a bank.
Àš gyvenù Kairè.	Aš gyvenu Kaire.	I live in Cairo.
Àš manaũ kàd Tòmas norė̃s atsisė́sti.	Aš manau kad Tomas norės atsisėsti.	I think Tom is going to want to sit down.
Àš neturiù kar̃do.	Aš neturiu kardo.	I don't have a sword.
Àš niekadà nepamir̃šiu šiõs dienõs.	Aš niekada nepamiršiu šios dienos.	I will never forget this day.
Àš norė́čiau nuvažiúoti į̃ Lòndoną.	Aš norėčiau nuvažiuoti į Londoną.	I'd like to go to London.
Àš pažį́stu abì mergáites.	Aš pažįstu abi mergaites.	I know both of the girls.
Àš susipažinaũ sù jà Prancūzìjoje.	Aš susipažinau su ja Prancūzijoje.	I got acquainted with her in France.
Àš sutinkù, bèt tìk sù víena są́lyga.	Aš sutinku, bet tik su viena sąlyga.	I accept, but only under one condition.
Àš turiù abejõnių.	Aš turiu abejonių.	I have doubts.
Àš turiù spėtì į̃ tą̃ tráukinį.	Aš turiu spėti į tą traukinį.	I have to catch that train.
Àš žiẽmą ją̃ sutikaũ.	Aš žiemą ją sutikau.	I met her in the winter.
Atródai visái kaĩp tàvo vyrèsnis brólis.	Atrodai visai kaip tavo vyresnis brolis.	You look just like your older brother.
Atródė lýg tù nenorė́jai tõs knỹgos.	Atrodė lyg tu nenorėjai tos knygos.	You didn't seem to want that book.
Dė̃dė Bóbas pàkvietė mùs vakariẽnei.	Dėdė Bobas pakvietė mus vakarienei.	Uncle Bob invited us to have dinner.
Gãli atsisė́sti añt kėdė̃s.	Gali atsisėsti ant kėdės.	You may sit down on the chair.
Gãlite atsisė́sti añt kėdė̃s.	Galite atsisėsti ant kėdės.	You may sit down on the chair.
Jì dìrba bánke.	Ji dirba banke.	She works at a bank.
Jiẽ nusipir̃ko naũją automobìlį.	Jie nusipirko naują automobilį.	They bought a new car.
Jiẽ nusipir̃ko sáu cùkraus.	Jie nusipirko sau cukraus.	They bought themselves some sugar.
Jì gulė́jo añt lóvos véidu žemỹn.	Ji gulėjo ant lovos veidu žemyn.	She was lying face down on the bed.
Jì mán àtnešė puodẽlį arbãtos bè cùkraus.	Ji man atnešė puodelį arbatos be cukraus.	She brought me a cup of tea without sugar.
Jì mė́gsta vỹną.	Ji mėgsta vyną.	She likes wine.
Jì netùri brólių.	Ji neturi brolių.	She has no brothers.
Jì prìėmė naujíenas ramiaĩ.	Ji priėmė naujienas ramiai.	She took the news calmly.
Jìs atródo, kaĩp graĩkų diẽvas.	Jis atrodo, kaip graikų dievas.	He looks like a Greek god.
Jìs atvỹko ìš mãžo miestẽlio kalnuosè.	Jis atvyko iš mažo miestelio kalnuose.	He came from a tiny mountain town.
Jìs dė̃vi ãkinius.	Jis dėvi akinius.	He is wearing glasses.
Jìs dìrba bánke.	Jis dirba banke.	He works at a bank.
Jìs gìmė Ãfrikoje.	Jis gimė Afrikoje.	He was born in Africa.
Jìs grį̃žo ìš Kìnijos.	Jis grįžo iš Kinijos.	He came back from China.
Jìs màno, kàd jìs ỹra Visãtos ceñtras.	Jis mano, kad jis yra Visatos centras.	He thinks that he's the centre of the universe.
Jìs padė́jo pataisýti màno laĩkrodį.	Jis padėjo pataisyti mano laikrodį.	He helped me fix my watch.
Jì tãpo mótina kaĩ jái bùvo penkiólika mẽtų.	Ji tapo motina kai jai buvo penkiolika metų.	She became a mother when she was fifteen years old.
Jì tùri raudónas gėlès.	Ji turi raudonas gėles.	She has red flowers.
Jõ pinigaĩ ỹra bánke.	Jo pinigai yra banke.	His money is in the bank.
Jõs dukrà tùri labaĩ grãžų var̃dą.	Jos dukra turi labai gražų vardą.	Her daughter has a really pretty name.
Jõs kam̃bario síenos ỹra raudónos.	Jos kambario sienos yra raudonos.	Her room has red walls.
Jõs kambarỹs tùri raudónas síenas.	Jos kambarys turi raudonas sienas.	Her room has red walls.
Jū́roje ỹra salõs.	Jūroje yra salos.	There are islands in the sea.
Katė̃s negãli išmoktì kalbė́ti.	Katės negali išmokti kalbėti.	Cats can't learn to speak.
Ką̃ tù darýtum, jéi bū́tum jõ viẽtoje?	Ką tu darytum, jei būtum jo vietoje?	What would you do in his position?
Kodė̃l Tòmo nėrà mašìnoje?	Kodėl Tomo nėra mašinoje?	Why isn't Tom in the car?
Kókias gėlès tù mė́gsti?	Kokias gėles tu mėgsti?	What kind of flowers do you like?
Kokiõs spalvõs automobìlį jì sáu nusipir̃ko?	Kokios spalvos automobilį ji sau nusipirko?	What colour is the car which she bought for herself?
Kõ norė́tum vakariẽnei?	Ko norėtum vakarienei?	What would you like for supper?
Kuõ esì vyrèsnis, tuõ sunkiaũ išmoktì kal̃bą.	Kuo esi vyresnis, tuo sunkiau išmokti kalbą.	The older you are, the more difficult it is to learn a language.
Labaĩ mažaĩ žmonių̃ pastebė́jo, kàd jõs nebùvo vakarė̃lyje.	Labai mažai žmonių pastebėjo, kad jos nebuvo vakarėlyje.	Few people noticed her absence from the party.
Liū̃tas ỹra stiprùs.	Liūtas yra stiprus.	A lion is strong.
Mán atródo kàd traukinỹs vėlúoja.	Man atrodo kad traukinys vėluoja.	It seems to me that the train is late.
Mán nepatiñka vãsara.	Man nepatinka vasara.	I don't like summer.
Màno brólis ỹra dù metùs vyrèsnis ùž manè.	Mano brolis yra du metus vyresnis už mane.	My brother is two years older than I am.
Màno katė̃ išė̃jo ìš namų̃ ir̃ niekadà negrį̃žo.	Mano katė išėjo iš namų ir niekada negrįžo.	My cat left the house and never returned.
Màno núotaika šiañdien ỹra gẽra.	Mano nuotaika šiandien yra gera.	I'm in a good mood today.
Màno pùsbrolis ỹra ùž manè trupùtį vyrèsnis.	Mano pusbrolis yra už mane truputį vyresnis.	My cousin is a little older than I.
Mán reĩkia tìk víenos kãtės.	Man reikia tik vienos katės.	I need only one cat.
Mèrė bìjo šunų̃.	Merė bijo šunų.	Merry is scared of dogs.
Mèrė mòka geraĩ šoktì.	Merė moka gerai šokti.	Mary can dance well.
Mèrė nuė̃jo į̃ virtùvę.	Merė nuėjo į virtuvę.	Mary went down to the kitchen.
Mèrė pàdeda sàvo mãmai.	Merė padeda savo mamai.	Mary is helping her mother.
Mèrė tavè mýli.	Merė tave myli.	Mary likes you.
Mèrė ỹra protìnga ir̃ tùri gẽrą hùmoro jaũsmą.	Merė yra protinga ir turi gerą humoro jausmą.	Mary is smart and funny.
Mẽs visì ẽsame tojè pačiojè situãcijoje.	Mes visi esame toje pačioje situacijoje.	We are all in the same situation.
Milijõnas žmonių̃ prarãdo sàvo gyvýbę kãro metù.	Milijonas žmonių prarado savo gyvybę karo metu.	A million people lost their live during the war.
Mùms pavỹko spėtì į̃ paskutìnį tráukinį.	Mums pavyko spėti į paskutinį traukinį.	We were able to catch the last train.
Mū́sų gãtvėje gyvẽna daũg įvairių̃ žmonių̃.	Mūsų gatvėje gyvena daug įvairių žmonių.	Many kinds of people live on our street.
Mùzika ỹra jõ aistrà.	Muzika yra jo aistra.	Music is his passion.
Negaliù įsivaizdúoti gyvẽnimo bè Tòmo.	Negaliu įsivaizduoti gyvenimo be Tomo.	I can't imagine life without Tom.
Nepamir̃šk Tòmo.	Nepamiršk Tomo.	Don't forget Tom.
Niekadà nebuvaũ Euròpoje.	Niekada nebuvau Europoje.	I've never been to Europe.
Niekadà nepamir̃šiu dienõs kadà àš jį̃ pìrmą kar̃tą sutikaũ.	Niekada nepamiršiu dienos kada aš jį pirmą kartą sutikau.	I will never forget the day when I first met him.
Nóriu kar̃do!	Noriu kardo!	I want a sword!
Paim̃k màno ãkinius.	Paimk mano akinius.	Take my glasses.
Paprašýk jõs duotì mùms pinigų̃.	Paprašyk jos duoti mums pinigų.	Ask her to give us some money.
Pérgalė ỹra mažaĩ tikė́tina, bèt įmãnoma.	Pergalė yra mažai tikėtina, bet įmanoma.	Victory is unlikely but not impossible.
Pérgalė ỹra mažaĩ tikė́tina, bèt nè neįmãnoma.	Pergalė yra mažai tikėtina, bet ne neįmanoma.	Victory is unlikely but not impossible.
Põnios ir̃ põnai, prãšome atsisė́sti.	Ponios ir ponai, prašome atsisėsti.	Ladies and gentlemen, please sit down.
Prašaũ atidarýk durìs ir̃ įléisk manè.	Prašau atidaryk duris ir įleisk mane.	Open the door and let me in, please.
Prašaũ atsisė́sk añt sòfos ir̃ atsipalaidúok.	Prašau atsisėsk ant sofos ir atsipalaiduok.	Please sit on the sofa and relax.
Prašaũ atsisė́sti añt sòfos ir̃ atsipalaidúoti.	Prašau atsisėsti ant sofos ir atsipalaiduoti.	Please sit on the sofa and relax.
Salõs ỹra jū́roje.	Salos yra jūroje.	There are islands in the sea.
Šiañdien vakariẽnei bùs žuvìs.	Šiandien vakarienei bus žuvis.	We have fish for dinner today.
Šì mùzika visùs érzina.	Ši muzika visus erzina.	This music's annoying everyone.
Šìs klùbas tùri vir̃š peñkiasdešimt narių̃.	Šis klubas turi virš penkiasdešimt narių.	The club has more than fifty members.
Siū́lau jùms paklaustì Tòmo.	Siūlau jums paklausti Tomo.	I suggest you ask Tom.
Sù kurià móterimi tù liekì?	Su kuria moterimi tu lieki?	Which woman do you stay with?
Susirinkìmas baĩgėsi anksčiaũ neĩ visadà.	Susirinkimas baigėsi anksčiau nei visada.	The meeting ended earlier than usual.
Susiriñko daũg žmonių̃.	Susirinko daug žmonių.	Many people have gathered.
Taĩ ką̃ jìs pasãkė netùri niẽko beñdro sù šiuõ reĩkalu.	Tai ką jis pasakė neturi nieko bendro su šiuo reikalu.	What he said is irrelevant to the matter.
Taĩ nebùvo lengvàs sprendìmas.	Tai nebuvo lengvas sprendimas.	It was not an easy decision.
Tà mergáitė ỹra Mèrė.	Ta mergaitė yra Merė.	That girl is Mary.
Tàs miẽstas bùvo sunaikìntas kãro metù.	Tas miestas buvo sunaikintas karo metu.	The town was destroyed during the war.
Tàs mokinỹs gyvẽna tamè kambaryjè.	Tas mokinys gyvena tame kambaryje.	That student lives in that room.
Tàs vyrùkas manè érzina.	Tas vyrukas mane erzina.	That guy annoys me.
Táu tèks pagamìnti daugiaũ maĩsto.	Tau teks pagaminti daugiau maisto.	You'll have to cook more food.
Tàvo mokinỹs mán paskam̃bino.	Tavo mokinys man paskambino.	Your student called me.
Tiẽsą sãkant, jìs ỹra neteisùs.	Tiesą sakant, jis yra neteisus.	Frankly speaking, he is wrong.
Tiẽsą sãkant, mán nepatiñka tàvo šukúosena.	Tiesą sakant, man nepatinka tavo šukuosena.	Frankly speaking, I don't like your haircut.
Tòmas ir̃ Mèrė atródo laimìngi.	Tomas ir Merė atrodo laimingi.	Tom and Mary seem happy.
Tòmas ir̃ Mèrė išė̃jo į̃ laũką.	Tomas ir Merė išėjo į lauką.	Tom and Mary went outside.
Tòmas ir̃ Mèrė išė̃jo laukañ.	Tomas ir Merė išėjo laukan.	Tom and Mary went outside.
Tòmas ir̃ Mèrė kartù geraĩ atródo.	Tomas ir Merė kartu gerai atrodo.	Tom and Mary look good together.
Tòmas negalė́jo išgirstì ką̃ Mèrė sãkė.	Tomas negalėjo išgirsti ką Merė sakė.	Tom couldn't hear what Mary was saying.
Tòmas negalė́jo suprastì ką̃ Mèrė sãkė.	Tomas negalėjo suprasti ką Merė sakė.	Tom couldn't understand what Mary was saying.
Tòmas negãli tikraĩ pasakýti, kadà Mèrė atvažiuõs.	Tomas negali tikrai pasakyti, kada Merė atvažiuos.	Tom can't say for sure when Mary will arrive.
Tòmas nenorė́jo kàd Mèrė sužinótų.	Tomas nenorėjo kad Merė sužinotų.	Tom didn't want Mary to find out.
Tòmas nenorė́jo kàd Mèrė žinótų.	Tomas nenorėjo kad Merė žinotų.	Tom didn't want Mary to know.
Tòmas nežìno, ar̃ Mèrė stovyklaũs kartù sù mumìs ar̃ nè.	Tomas nežino, ar Merė stovyklaus kartu su mumis ar ne.	Tom doesn't know if Mary will go camping with us or not.
Tòmas nežìno kóks Mèrė per̃ žmogùs.	Tomas nežino koks Merė per žmogus.	Tom doesn't know what kind of person Mary is.
Tòmas pamir̃šo, kur̃ padė́jo sàvo ãkinius.	Tomas pamiršo, kur padėjo savo akinius.	Tom forgot where he put his glasses.
Tòmas pasikeĩs.	Tomas pasikeis.	Tom'll change.
Tòmas suprãto ką̃ Mèrė sãkė.	Tomas suprato ką Merė sakė.	Tom understood what Mary was saying.
Tòmas susiriñko visùs sàvo dáiktus.	Tomas susirinko visus savo daiktus.	Tom gathered together all his belongings.
Tòmas visadà teĩgia, kàd jìs teisùs, nèt jéigu mẽs visì žìnome, kàd jìs klýsta.	Tomas visada teigia, kad jis teisus, net jeigu mes visi žinome, kad jis klysta.	Tom always insists that he's right even when we all know that he's wrong.
Tòmas ỹra geriáusias mokinỹs mū́sų klãsėje.	Tomas yra geriausias mokinys mūsų klasėje.	Tom is the best student in our class.
Tòmas ỹra grėsmė̃.	Tomas yra grėsmė.	Tom is a threat.
Tòmo elgesỹs ỹra nuostabùs.	Tomo elgesys yra nuostabus.	Tom's attitude is excellent.
Tòmo tė́vas ỹra polìcijos pareigū̃nas.	Tomo tėvas yra policijos pareigūnas.	Tom's father is a police officer.
Tù nesì Visãtos ceñtras, tù žinaĩ.	Tu nesi Visatos centras, tu žinai.	You're not the center of the universe, you know.
Víeną diẽną jìs nusižùdė.	Vieną dieną jis nusižudė.	One day he killed himself.
Vóras ỹra negývas.	Voras yra negyvas.	The spider is dead.
Ỹra labaĩ mažaĩ tikė́tina kàd jìs tikraĩ ỹra tàs pàts výras kurį̃ tù sutikaĩ priẽš dẽšimt mẽtų.	Yra labai mažai tikėtina kad jis tikrai yra tas pats vyras kurį tu sutikai prieš dešimt metų.	It's very unlikely that he is actually the same man you met ten years ago.
Žìnoma. Ar̃ žinaĩ gẽrą vietẽlę?	Žinoma. Ar žinai gerą vietelę?	Sure. Do you know a good place?
Žiūrė́k ką̃ Mèrė dãro.	Žiūrėk ką Merė daro.	Look at what Mary is doing.
Žmónės kal̃basi.	Žmonės kalbasi.	People are talking.
Ar̃ čià ỹra gražių̃ móterų?	Ar čia yra gražių moterų?	Are there beautiful women here?
Ar̃ padareĩ kažką̃ sù sàvo plaukaĩs?	Ar padarei kažką su savo plaukais?	Did you do something new with your hair?
Ar̃ šiuõ metù esì užsiė̃musi?	Ar šiuo metu esi užsiėmusi?	Are you busy at the moment?
Ar̃ táu patiñka sniẽgas?	Ar tau patinka sniegas?	Do you like snow?
Ar̃ vãkar jìs mókėsi ánglų kalbõs?	Ar vakar jis mokėsi anglų kalbos?	Did he study English yesterday?
Àš čià trupùtį užsiė̃musi, Tòmai.	Aš čia truputį užsiėmusi, Tomai.	I'm a little busy here, Tom.
Àš esù paténkinta sàvo dárbu.	Aš esu patenkinta savo darbu.	I am content with my job.
Àš gavaĩ peñkerius metùs kalė́jime.	Aš gavai penkerius metus kalėjime.	I got five years in prison.
Àš girdė́jau kàd Mèrė nóri skyrýbų.	Aš girdėjau kad Merė nori skyrybų.	I heard that Mary wants a divorce.
Àš jái papãsakojau ką̃ jìs dãrė jõs kambaryjè.	Aš jai papasakojau ką jis darė jos kambaryje.	I told her what he was doing in her room.
Àš norė́jau sugrįžtì į̃ jū́sų káimą.	Aš norėjau sugrįžti į jūsų kaimą.	I wanted to go back to your village.
Àš norė́jau sugrįžtì į̃ tàvo káimą.	Aš norėjau sugrįžti į tavo kaimą.	I wanted to go back to your village.
Àš patekaũ į̃ vìdų per̃ lángą.	Aš patekau į vidų per langą.	I came in through the window.
Àš prìimu ìššūkį.	Aš priimu iššūkį.	I accept that challenge.
Àš sumokė́jau nè mažiaũ neĩ šim̃tą dólerių ùž šį̃ rašìklį.	Aš sumokėjau ne mažiau nei šimtą dolerių už šį rašiklį.	I paid not less than a hundred dollars for this pen.
Àš turiù labaĩ svarbų̃ susitikìmą.	Aš turiu labai svarbų susitikimą.	I have a very important meeting.
Àš turiù surastì sàvo rašìklį.	Aš turiu surasti savo rašiklį.	I have to find my pen.
Àš válgau knỹgą.	Aš valgau knygą.	I eat a book.
Àš visadà ateinù namõ priẽš šẽštą vãlandą.	Aš visada ateinu namo prieš šeštą valandą.	I always get home by six o'clock.
Àš žaidžiù sù sàvo sūnumì.	Aš žaidžiu su savo sūnumi.	I play with my son.
Bèt jùs miegójo kaĩp kū̃dikis.	Bet jus miegojo kaip kūdikis.	But he slept like a baby.
Dė̃l triùkšmo ùž lángo jìs negalė́jo miegóti.	Dėl triukšmo už lango jis negalėjo miegoti.	He couldn't sleep because of the noise outside his window.
Grį̃šiu põ pùsvalandžio.	Grįšiu po pusvalandžio.	I'll be back in half an hour.
Grį̃žkime į̃ sàvo vietàs.	Grįžkime į savo vietas.	Let's go back to our places.
Įdomù, kíek ilgaĩ tę̃sis šì laidà.	Įdomu, kiek ilgai tęsis ši laida.	I wonder when this program will continue till.
Íeškai sàvo rãkto.	Ieškai savo rakto.	You are looking for your key.
Jái taĩp ir̃ nebùvo lémta vė̃l išvýsti sàvo vaikų̃.	Jai taip ir nebuvo lemta vėl išvysti savo vaikų.	She was never to see her children again.
Jaučiúosi siaubìngai dė̃l sàvo klaidõs.	Jaučiuosi siaubingai dėl savo klaidos.	I feel terrible about my mistake.
Jéigu bū́tum atė̃jęs trupùtį anksčiaũ, bū́tum ją̃ sutìkęs.	Jeigu būtum atėjęs truputį anksčiau, būtum ją sutikęs.	Had you come a little earlier, you could have met her.
Jì atródė paténkinta sàvo naujù dárbu.	Ji atrodė patenkinta savo nauju darbu.	She looked pleased with her new job.
Jiẽ pamir̃šo užrakìnti durìs.	Jie pamiršo užrakinti duris.	They forgot to lock the door.
Jiẽ tikraĩ miegójo añt grindų̃.	Jie tikrai miegojo ant grindų.	They really slept on the floor.
Jì labaĩ mė́gsta tòrtą.	Ji labai mėgsta tortą.	She really likes cake.
Jì mìrė nuõ šòko.	Ji mirė nuo šoko.	She died of shock.
Jì netùri jókio pareigõs jaũsmo.	Ji neturi jokio pareigos jausmo.	She has no sense of duty.
Jìs įė̃jo į̃ màno kam̃barį bè leidìmo.	Jis įėjo į mano kambarį be leidimo.	He entered my room without permission.
Jìs mìrė mū̃šyje.	Jis mirė mūšyje.	He died in battle.
Jìs mýli gyvūnùs.	Jis myli gyvūnus.	He loves animals.
Jìs nešiója ãkinius.	Jis nešioja akinius.	He is wearing glasses.
Jìs tùri dė̃dę kurìs dìrba bánke.	Jis turi dėdę kuris dirba banke.	He's got an uncle who works in a bank.
Jìs tùri sutaisýti laĩkrodį.	Jis turi sutaisyti laikrodį.	He has to repair the clock.
Kàs nóri káršto šokolãdo?	Kas nori karšto šokolado?	Who wants some hot chocolate?
Katė̃ sė́di añt kėdė̃s ir̃ žiū̃ri į̃ mė̃są kurì gùli añt virtùvės stãlo.	Katė sėdi ant kėdės ir žiūri į mėsą kuri guli ant virtuvės stalo.	The cat is sitting on the chair and looking at the meat that's lying on the kitchen table.
Ką̃ tù nupirkaĩ sàvo vaikìnui?	Ką tu nupirkai savo vaikinui?	What did you buy for your boyfriend?
Kíek jū̃s mókate ùž bùtą?	Kiek jūs mokate už butą?	How much rent do you pay for the apartment?
Kìtą kar̃tą žinósiu geriaũ.	Kitą kartą žinosiu geriau.	I'll know better next time.
Kodė̃l Tòmas mùms nepàdeda?	Kodėl Tomas mums nepadeda?	Why isn't Tom helping us?
Kókias knygàs Tòmas skaĩto?	Kokias knygas Tomas skaito?	What kind of books does Tom read?
Labaĩ patogù gyvénti šalià stotiẽs.	Labai patogu gyventi šalia stoties.	It is a great convenience to live near a station.
Léisk mán pasakýti táu priežastìs kodė̃l àš sù tavimì nesutinkù.	Leisk man pasakyti tau priežastis kodėl aš su tavimi nesutinku.	Let me tell you the reasons that I don't agree with you.
Liptì į̃ šį̃ kálną ỹra pavojìnga.	Lipti į šį kalną yra pavojinga.	It's dangerous to climb this mountain.
Màno anū̃kas ỹra màno sūnaũs sū́nus.	Mano anūkas yra mano sūnaus sūnus.	My grandson is the son of my son.
Màno mamà visái jõ nepažį́sta.	Mano mama visai jo nepažįsta.	My mum doesn't know him at all.
Màno nãmo stógas ỹra raudónas.	Mano namo stogas yra raudonas.	The roof of my house is red.
Marijà daũg skaĩto.	Marija daug skaito.	Mary is a heavy reader.
Marškiniaĩ, kuriuõs daveĩ, mán puĩkiai tiñka.	Marškiniai, kuriuos davei, man puikiai tinka.	The shirt you gave me fit perfectly.
Mãtėme, kaĩp jì įė̃jo į̃ párką.	Matėme, kaip ji įėjo į parką.	We saw her enter the park.
Mẽs čià atvỹkome šẽštą vãkar vakarè.	Mes čia atvykome šeštą vakar vakare.	We arrived here at six yesterday evening.
Mẽs gyvẽname artì stotiẽs.	Mes gyvename arti stoties.	We live close to the station.
Mókytoja móko.	Mokytoja moko.	The teacher teaches.
Mókytojas móko.	Mokytojas moko.	The teacher teaches.
Móteris skaĩto.	Moteris skaito.	The woman is reading.
Móterys įprastaĩ gyvẽna ilgiaũ neĩ výrai.	Moterys įprastai gyvena ilgiau nei vyrai.	Women tend to live longer than men.
Nebijók padarýti klaidõs.	Nebijok padaryti klaidos.	Don't be afraid to make a mistake.
Nėrà klaidõs.	Nėra klaidos.	There's no mistake.
Nerimáuju, ar̃ mán pavỹks būtì gerù tėčiù.	Nerimauju, ar man pavyks būti geru tėčiu.	I worry about whether I'll be a good father.
Niẽkas nenorė́jo įžeistì tų̃ výrų.	Niekas nenorėjo įžeisti tų vyrų.	No one wanted to insult these men.
Niẽkas niekadà nerãdo jõs katė̃s.	Niekas niekada nerado jos katės.	Nobody ever found her cat.
Paim̃k màno árklį.	Paimk mano arklį.	Take my horse.
Pãmokos prasìdeda kìtą antrãdienį.	Pamokos prasideda kitą antradienį.	Classes begin next Tuesday.
Panẽlė Tòmas móko mùs istòrijos.	Panelė Tomas moko mus istorijos.	Miss Thomas teaches us history.
Paprašiaũ jų̃ sutaisýti màno automobìlį.	Paprašiau jų sutaisyti mano automobilį.	I asked them to fix my car.
Paskutiniù metù buvaũ labaĩ užsiė̃męs.	Paskutiniu metu buvau labai užsiėmęs.	I've been very busy lately.
Paskutiniù metù buvaũ labaĩ užsiė̃musi.	Paskutiniu metu buvau labai užsiėmusi.	I've been very busy lately.
Pasùk į̃ dẽšinę.	Pasuk į dešinę.	Turn right.
Pasùk į̃ kaĩrę.	Pasuk į kairę.	Turn left.
Pavéikslas kãbo añt síenos.	Paveikslas kabo ant sienos.	The picture is hanging on the wall.
